,SA1_7DIGITCODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
0,1100701.0,50,1185,483,0,1406,0.7,929,2.1
1,1100702.0,51,1798,671,123,1902,0.7,1636,2.5
2,1100703.0,42,1350,634,270,1375,0.7,1044,2.3
3,1100704.0,49,1647,514,280,1375,0.8,1021,2.2
4,1100705.0,45,1733,602,293,1375,0.7,1045,2.4
5,1100706.0,48,1251,548,300,1093,0.9,1025,2.2
6,1100707.0,55,1083,503,150,1268,0.7,884,2.1
7,1100708.0,51,1733,635,142,1491,0.8,1149,2.2
8,1100709.0,43,2167,773,300,2250,0.9,1958,2.7
9,1100710.0,53,1500,551,0,1170,0.8,978,2.0
10,1100801.0,34,1800,978,385,2483,0.8,1949,2.5
11,1100802.0,44,1997,890,400,2214,0.7,2043,2.7
12,1100803.0,35,1600,553,213,1375,0.8,984,2.4
13,1100804.0,37,1733,599,230,1363,0.8,1105,2.2
14,1100805.0,28,1582,385,185,685,0.8,659,2.6
15,1100806.0,41,2058,826,350,1916,0.7,1788,2.6
16,1100807.0,38,1717,753,313,1764,0.8,1336,2.1
17,1100808.0,35,1743,721,330,1724,0.9,1570,2.8
18,1100809.0,0,0,0,0,0,0.0,0,0.0
19,1100810.0,37,1950,925,465,2471,0.9,2523,3.3
20,1100811.0,38,2000,860,395,2020,0.7,1462,2.6
21,1100812.0,34,2167,1273,420,3049,0.7,2774,2.9
22,1100813.0,38,2046,996,375,2656,0.8,2483,2.9
23,1100814.0,43,2014,965,400,2326,0.7,2075,2.5
24,1100815.0,34,1733,749,250,1728,0.8,1190,2.1
25,1100816.0,37,1950,508,173,1319,0.8,916,2.3
26,1100817.0,36,1800,772,350,1666,0.8,1388,2.3
27,1100818.0,36,1625,677,270,1458,0.9,1178,2.3
28,1100819.0,38,2004,1022,350,2408,0.8,2412,3.0
29,1100820.0,36,2000,803,255,2166,0.9,1971,2.9
30,1100821.0,40,2167,900,516,2457,0.8,2397,3.1
31,1100822.0,41,1563,949,0,2549,0.7,2333,2.9
32,1100823.0,33,2000,1055,370,2449,0.7,2291,2.9
33,1100901.0,40,1625,978,380,2200,0.8,1854,2.3
34,1100902.0,43,2000,861,370,2161,0.7,2092,2.8
35,1100904.0,42,2167,864,400,2111,0.7,1937,2.6
36,1100905.0,46,2015,809,323,1963,0.7,1635,2.6
37,1100907.0,34,1928,879,271,2014,0.9,1358,2.2
38,1100908.0,33,1506,926,270,1696,0.9,1256,1.7
39,1100909.0,31,1250,752,250,1216,0.9,1185,1.8
40,1100910.0,33,1325,896,250,1350,0.9,1136,1.6
41,1100911.0,35,2058,840,250,1906,0.8,1451,2.3
42,1100912.0,43,1950,733,250,1958,0.7,1406,2.2
43,1100913.0,42,2102,860,380,2029,0.9,1825,2.6
44,1100914.0,41,1875,827,380,1778,0.8,1489,2.3
45,1100915.0,37,1733,764,250,1392,0.9,1110,1.8
46,1100916.0,33,1733,902,320,1962,0.9,1600,2.3
47,1100917.0,48,984,700,200,2125,0.8,922,1.7
48,1100918.0,48,1804,763,350,2125,0.8,1451,2.0
49,1100919.0,33,1831,875,335,1976,0.9,1710,2.3
50,1100920.0,50,1517,709,230,1375,0.8,949,1.7
51,1100921.0,30,1568,902,290,1649,1.0,1494,2.0
52,1100923.0,35,1863,808,385,2160,0.8,1797,2.6
53,1100924.0,32,0,687,0,0,0.0,1499,1.0
54,1100925.0,31,1479,967,350,1912,0.9,1539,1.7
55,1100926.0,31,1733,797,260,1770,1.0,1364,1.9
56,1100927.0,34,2329,960,375,2250,0.8,2017,2.6
57,1100928.0,39,1733,857,255,2033,0.8,1230,1.8
58,1100929.0,40,1767,797,310,1786,0.9,1394,1.9
59,1101001.0,40,2134,756,400,1481,0.7,1281,1.7
60,1101002.0,44,2167,1122,150,3146,0.7,3083,3.0
61,1101003.0,49,2167,923,455,2856,0.8,2476,2.9
62,1101004.0,34,2167,1139,460,2421,0.8,2228,2.8
63,1101006.0,34,1300,752,210,1463,1.1,1005,1.7
64,1101007.0,34,1482,825,260,1452,0.9,1295,1.9
65,1101008.0,34,1621,716,295,1430,0.9,1226,2.1
66,1101009.0,35,1950,885,310,1978,0.8,1458,2.5
67,1101010.0,31,1733,912,285,1778,0.9,1356,1.9
68,1101011.0,32,0,900,0,2124,0.5,2124,2.0
69,1101012.0,32,1793,1100,350,2166,0.9,1937,2.3
70,1101013.0,0,0,0,0,0,0.0,0,0.0
71,1101014.0,51,2500,1100,500,3250,0.6,2812,2.4
72,1101015.0,31,1300,743,250,1353,1.0,1087,1.7
73,1101016.0,37,2392,1076,302,2578,0.7,2410,2.7
74,1101017.0,34,1733,984,300,1937,0.8,1424,1.9
75,1101101.0,36,2470,1132,450,2646,0.7,2330,2.7
76,1101102.0,45,2080,1205,330,2785,0.7,2678,3.1
77,1101103.0,43,2600,1157,300,2524,0.8,2524,2.5
78,1101104.0,49,2600,846,240,1946,0.8,1575,2.4
79,1101105.0,45,2624,1047,350,2805,0.7,2343,2.8
80,1101106.0,45,2600,1073,355,2611,0.7,2444,2.8
81,1101107.0,42,2167,938,350,2408,0.8,2232,2.8
82,1101108.0,36,1360,816,293,1805,0.8,1289,2.2
83,1101109.0,46,2600,1085,320,2750,0.8,2718,2.8
84,1101110.0,45,2200,888,408,2299,0.8,1916,2.9
85,1101111.0,45,2520,1039,350,2654,0.8,2452,2.7
86,1101112.0,47,2167,792,250,1875,0.8,1875,2.4
87,1101113.0,46,2531,888,210,2125,0.7,2200,2.9
88,1101115.0,39,3000,1352,525,3204,0.9,3250,3.6
89,1101116.0,44,1950,720,200,2100,0.9,1839,2.6
90,1101117.0,41,2500,949,320,2208,0.8,2018,2.7
91,1101118.0,44,1578,803,220,1792,0.9,1645,2.6
92,1101119.0,46,2650,1078,0,3050,0.8,3277,3.0
93,1101120.0,44,2563,1087,515,2678,0.7,2697,3.0
94,1101122.0,43,2860,895,500,2392,0.8,2405,3.1
95,1101123.0,42,2909,1081,0,2750,0.9,3049,3.5
96,1101125.0,36,1950,902,400,2269,0.8,2045,2.7
97,1101126.0,43,2167,939,385,2265,0.8,2079,2.5
98,1101127.0,43,2200,1136,490,3305,0.8,3274,3.2
99,1101128.0,44,2167,1129,490,2687,0.7,2687,3.0
100,1101129.0,42,2600,1118,0,2971,0.8,2954,3.2
101,1101130.0,44,2794,1174,370,3250,0.8,3146,3.0
102,1101131.0,44,2963,1201,430,3100,0.7,2812,2.8
103,1101132.0,45,2809,1202,225,3349,0.8,3250,2.9
104,1101133.0,45,2500,1093,225,2922,0.8,2708,2.7
105,1101134.0,47,2310,1101,355,2575,0.7,2531,2.7
106,1101135.0,43,2909,1107,510,2625,0.8,2430,2.9
107,1101136.0,46,2500,1039,258,3083,0.8,2527,2.7
108,1101137.0,45,2167,1128,340,3449,0.8,2916,2.9
109,1101139.0,41,2400,1269,450,3639,0.9,3468,3.1
110,1101140.0,49,2029,1011,250,2536,0.7,2349,2.9
111,1101141.0,39,2500,983,370,2511,0.9,2250,2.9
112,1101142.0,36,2700,1394,550,3107,0.8,3017,3.1
113,1101143.0,28,2400,1282,560,2770,0.9,2853,3.6
114,1101144.0,29,2626,1317,0,2968,0.8,2856,3.4
115,1101145.0,35,2446,1023,580,2808,0.8,2777,3.2
116,1101146.0,33,2774,1278,580,2908,0.8,2886,3.3
117,1101147.0,29,2600,1381,550,2717,0.8,2729,3.0
118,1101148.0,30,2427,1462,392,2985,0.8,2916,2.9
119,1101149.0,28,2809,1368,360,2980,0.8,2941,3.1
120,1101150.0,41,2500,1070,313,3028,0.7,3050,3.2
121,1101151.0,44,2167,1069,630,3083,0.7,3042,2.9
122,1101152.0,31,2557,1222,550,3107,0.8,3079,3.3
123,1101201.0,37,1975,1134,400,2833,0.9,2424,2.7
124,1101202.0,37,2817,1448,610,3646,0.9,3770,3.5
125,1101203.0,35,2535,1307,330,3014,0.8,2971,3.2
126,1101204.0,33,3000,1483,440,3594,0.8,3687,3.6
127,1101205.0,36,2538,1398,550,3821,0.8,3843,3.3
128,1101206.0,38,2600,1349,550,3656,0.8,3471,3.2
129,1101207.0,39,2383,958,385,2333,0.9,2211,2.7
130,1101208.0,40,1733,892,340,2178,0.7,1694,2.3
131,1101209.0,36,2550,1129,331,3235,0.8,3132,3.6
132,1101210.0,37,1898,1163,440,2750,0.7,2515,2.7
133,1101211.0,34,2350,1360,515,3421,0.8,3366,3.4
134,1101212.0,33,2342,1298,450,2527,0.8,2444,2.8
135,1101213.0,38,2167,1224,518,2874,0.8,2652,3.0
136,1101214.0,39,2450,1163,400,3033,0.8,2899,3.1
137,1101215.0,35,2383,1230,470,2874,0.7,2562,2.6
138,1101216.0,40,2000,1198,365,3125,0.7,2874,2.9
139,1101217.0,60,0,599,180,1125,1.2,1125,1.8
140,1101218.0,35,1967,1032,363,2267,0.8,1885,2.5
141,1101219.0,35,1972,932,330,2014,0.8,1619,2.1
142,1101220.0,33,1950,866,370,2222,0.8,2009,2.9
143,1101221.0,30,2188,1187,250,2374,0.9,2356,3.0
144,1101222.0,37,2247,1098,400,2799,0.8,2513,3.0
145,1101223.0,35,2136,1044,385,2339,0.8,2039,2.5
146,1101224.0,43,2167,1230,400,3382,0.7,3117,3.0
147,1101225.0,0,0,0,0,0,0.0,0,0.0
148,1101226.0,0,0,0,0,0,0.0,0,0.0
149,1101227.0,39,3000,1601,650,4654,0.8,4519,3.4
150,1101228.0,37,1957,971,400,2214,0.8,2125,2.6
151,1101229.0,31,1950,782,250,2083,0.8,1609,2.8
152,1101230.0,30,1512,543,238,1267,0.9,1166,2.7
153,1101231.0,42,2817,1086,339,2408,0.7,2283,3.0
154,1101232.0,32,2600,1240,360,3214,0.8,3200,3.3
155,1101301.0,53,766,477,95,1170,0.6,706,1.9
156,1101302.0,45,1092,591,160,1424,0.7,1089,2.2
157,1101303.0,41,910,578,185,1474,0.7,924,2.1
158,1101304.0,48,959,568,175,1263,0.7,1095,2.2
159,1101305.0,48,1049,705,93,1768,0.7,1297,2.3
160,1101306.0,57,941,655,0,1399,0.7,949,2.0
161,1101307.0,49,867,562,100,1375,0.8,1104,2.4
162,1101308.0,47,895,612,130,1562,0.8,1083,2.4
163,1101401.0,39,919,506,236,1075,0.7,954,2.1
164,1101402.0,37,1127,612,240,1424,0.7,1008,2.1
165,1101403.0,49,1372,577,200,1295,0.7,904,1.9
166,1101404.0,48,1171,506,195,1178,0.7,805,1.9
167,1101405.0,44,1213,544,220,1233,0.7,807,2.0
168,1101406.0,49,1238,581,250,1317,0.7,1047,2.3
169,1101407.0,48,1529,660,255,1812,0.7,1307,2.2
170,1101408.0,46,1127,701,280,1649,0.6,1235,2.1
171,1101409.0,55,1257,722,235,1696,0.7,1337,2.3
172,1101410.0,47,1200,489,227,1237,0.7,785,2.0
173,1101411.0,42,1257,660,170,1395,0.7,923,2.1
174,1101412.0,38,1183,607,250,1432,0.8,1190,2.4
175,1101413.0,45,1013,484,163,1050,0.8,762,2.0
176,1101414.0,43,1272,717,285,1857,0.6,1375,2.4
177,1101415.0,40,1018,690,237,1416,0.8,1036,2.3
178,1101417.0,41,0,589,154,1187,1.0,1187,2.0
179,1101418.0,44,1777,727,250,1778,0.8,1542,2.8
180,1101419.0,47,1083,635,220,1537,0.7,1093,2.2
181,1101501.0,0,0,0,0,0,0.0,0,0.0
182,1101502.0,65,0,762,0,0,0.0,0,0.0
183,1101503.0,51,719,425,178,916,0.7,696,1.9
184,1101505.0,54,1400,915,0,1708,0.7,1708,2.0
185,1101511.0,56,802,492,150,1125,0.6,725,1.8
186,1101512.0,61,1387,450,50,1031,0.7,919,2.0
187,1101514.0,46,1950,678,50,1656,0.8,1642,2.7
188,1101515.0,46,1372,603,250,1542,0.8,1140,2.6
189,1101516.0,43,2442,716,0,2107,0.9,1875,3.0
190,1101517.0,46,1280,497,90,1166,0.8,1037,2.2
191,1101518.0,45,1733,694,140,1562,0.7,1375,2.6
192,1101519.0,44,1560,711,275,1958,0.7,1786,2.6
193,1101520.0,47,2000,743,80,1625,0.7,1395,2.1
194,1101521.0,50,1749,701,175,1531,0.7,1091,2.3
195,1101522.0,43,1733,756,250,2021,0.8,1681,2.7
196,1101523.0,47,1833,813,50,1906,0.7,1660,2.3
197,1101524.0,58,1584,563,0,1292,0.6,1021,2.1
198,1101601.0,29,0,890,0,1274,1.0,725,2.0
199,1101602.0,42,1192,586,200,1412,0.7,917,2.2
200,1101603.0,48,1000,667,148,1426,0.7,1237,2.1
201,1101604.0,44,1213,746,280,2024,0.8,1474,2.6
202,1101605.0,41,3800,900,150,2042,0.8,1781,2.6
203,1101606.0,45,1595,802,275,1812,0.9,1635,2.7
204,1101607.0,52,867,513,150,1160,0.8,966,2.3
205,1101608.0,43,1950,841,275,1916,0.8,1771,2.6
206,1101609.0,31,1663,931,315,2178,0.7,2062,2.6
207,1101610.0,41,1868,759,175,1875,0.8,1555,2.7
208,1101611.0,38,275,959,245,2091,1.0,1420,1.7
209,1101612.0,37,0,825,0,1087,0.0,1087,2.0
210,1101613.0,42,1683,770,380,1978,0.7,1718,2.8
211,1101614.0,29,1498,729,395,1637,0.7,1288,2.1
212,1101615.0,37,1408,783,300,1778,0.8,1575,2.5
213,1101616.0,32,1250,734,283,1521,0.9,1116,2.1
214,1101617.0,31,1404,824,325,1800,0.9,1537,2.4
215,1101618.0,42,1860,864,350,2108,0.7,1674,2.6
216,1101619.0,43,1083,599,240,1569,0.8,1152,2.4
217,1101620.0,36,1896,745,300,1291,0.8,1149,2.3
218,1101701.0,57,1571,459,200,955,0.7,756,2.2
219,1101702.0,34,1563,575,310,1187,0.8,1047,2.6
220,1101703.0,62,1250,578,280,1263,0.6,866,2.0
221,1101704.0,47,1350,472,225,971,0.8,785,2.0
222,1101705.0,49,542,474,240,924,0.7,608,1.8
223,1101706.0,60,1349,415,230,840,0.8,690,1.8
224,1101707.0,0,0,0,0,0,0.0,0,0.0
225,1101708.0,55,1430,558,290,1300,0.7,1019,2.1
226,1101709.0,48,1733,580,345,1368,0.7,1205,2.5
227,1101710.0,56,1733,629,365,1375,0.7,1279,2.4
228,1101711.0,52,1733,631,320,1375,0.7,1350,2.6
229,1101712.0,42,1733,481,300,1085,0.8,927,2.7
230,1101713.0,49,1400,520,250,1062,0.8,927,2.3
231,1101714.0,0,0,0,0,0,0.0,0,0.0
232,1101715.0,0,0,0,0,0,0.0,0,0.0
233,1101716.0,41,1279,531,291,1073,0.6,885,2.3
234,1101717.0,57,1300,477,250,966,0.7,732,1.8
235,1101718.0,54,1300,484,220,857,0.7,669,1.8
236,1101719.0,53,1508,463,315,1104,0.7,1018,2.3
237,1101720.0,54,1485,539,310,1333,0.7,1125,2.1
238,1101721.0,43,1224,501,273,1115,0.7,900,2.3
239,1101722.0,56,1300,491,300,1153,0.7,1006,2.3
240,1101801.0,53,1517,584,308,1323,0.6,1300,2.4
241,1101802.0,56,1300,617,345,1399,0.6,1181,2.2
242,1101803.0,47,1634,596,350,1336,0.8,1302,2.8
243,1101804.0,62,1408,642,250,1478,0.5,949,1.6
244,1101805.0,56,1733,669,350,1437,0.6,1364,2.5
245,1101806.0,54,1369,503,260,1072,0.7,847,2.1
246,1101807.0,46,1300,486,300,1146,0.6,920,2.2
247,1101808.0,51,1452,467,245,971,0.6,766,2.0
248,1101809.0,69,1975,427,350,1359,0.6,1187,1.9
249,1101810.0,49,1668,514,305,1091,0.7,989,2.4
250,1101811.0,58,1300,490,272,1104,0.6,949,2.2
251,1101812.0,54,1300,485,280,1031,0.7,825,1.9
252,1101813.0,56,2000,675,210,1458,0.7,1208,2.2
253,1101814.0,50,1717,660,290,1329,0.7,1174,2.4
254,1101815.0,57,1400,575,350,1323,0.6,1045,1.9
255,1101816.0,48,1300,554,300,1275,0.6,1025,2.2
256,1101817.0,50,1679,586,350,1305,0.7,1168,2.4
257,1101818.0,53,1668,545,330,1219,0.6,1091,2.3
258,1101819.0,52,1733,492,300,1221,0.7,1125,2.5
259,1101820.0,50,1300,433,275,1010,0.7,788,2.1
260,1101821.0,55,1528,641,300,1156,0.6,1062,2.2
261,1101822.0,62,1600,547,250,1277,0.7,933,2.1
262,1101823.0,54,1300,459,250,1022,0.7,721,1.8
263,1101824.0,0,0,0,0,0,0.0,0,0.0
264,1101901.0,51,1300,472,260,1160,0.7,783,2.0
265,1101902.0,47,1200,483,208,1112,0.8,771,2.0
266,1101903.0,52,1257,463,230,1045,0.6,705,1.8
267,1101904.0,44,1177,541,278,1152,0.7,1014,2.4
268,1101905.0,41,1142,481,226,935,0.7,859,2.3
269,1101906.0,35,1603,623,320,1449,0.8,1256,2.6
270,1101907.0,33,1289,600,290,1375,0.8,1104,2.4
271,1101909.0,45,1155,519,240,1166,0.7,844,1.9
272,1101911.0,49,1400,631,300,1444,0.7,1139,2.2
273,1101912.0,49,1392,684,270,1321,0.7,1083,2.1
274,1101913.0,51,1474,720,265,1358,0.7,1104,2.1
275,1101914.0,42,1517,673,305,1593,0.8,1257,2.5
276,1101915.0,48,1333,624,310,1416,0.8,1174,2.6
277,1101916.0,52,1403,641,290,1437,0.8,1238,2.3
278,1101917.0,43,1498,685,320,1476,0.8,1399,2.8
279,1101918.0,52,1300,627,230,1916,0.7,1375,2.5
280,1101919.0,48,1387,575,205,1771,0.9,1550,2.4
281,1101920.0,45,1300,578,300,1270,0.7,963,2.2
282,1101921.0,38,1939,674,375,1458,0.7,1363,2.6
283,1101922.0,57,1500,542,215,1275,0.7,830,1.9
284,1101923.0,39,1473,573,300,1294,0.7,1035,2.6
285,1102001.0,41,1625,589,205,1442,1.0,1343,3.0
286,1102002.0,48,1517,632,250,1510,0.8,1335,2.6
287,1102003.0,39,1365,572,260,1341,0.8,1098,2.5
288,1102004.0,52,950,480,188,1170,0.7,875,2.1
289,1102005.0,57,1083,438,100,833,0.8,753,1.9
290,1102006.0,54,867,393,150,809,0.8,714,2.1
291,1102007.0,46,1530,588,148,1354,0.9,1281,2.6
292,1102008.0,49,1415,533,308,1325,0.8,1261,2.5
293,1102009.0,54,0,187,0,0,0.0,0,2.0
294,1102010.0,0,0,0,0,0,0.0,0,0.0
295,1102011.0,47,1344,566,150,1395,0.8,1192,2.3
296,1102012.0,0,0,0,0,0,0.0,0,0.0
297,1102013.0,53,1083,436,200,1031,0.7,725,2.1
298,1102014.0,53,1083,479,200,1174,0.8,1042,2.4
299,1102015.0,55,867,441,200,1091,0.9,819,2.3
300,1102016.0,55,1047,403,115,1062,0.8,836,2.1
301,1102017.0,47,1083,601,260,1541,0.7,1158,2.3
302,1102018.0,52,1400,512,200,1107,0.8,920,2.1
303,1102019.0,57,1022,482,150,1152,0.7,939,2.1
304,1102020.0,55,1083,494,150,1242,0.8,977,2.2
305,1102021.0,0,0,0,0,0,0.0,0,0.0
306,1102022.0,49,1118,503,185,1149,0.9,933,2.3
307,1102023.0,45,1517,693,240,1978,0.8,1375,2.5
308,1102024.0,54,1434,483,150,1042,0.7,818,1.8
309,1102025.0,47,1083,508,235,1057,0.7,921,2.2
310,1102026.0,46,1300,450,200,937,1.1,887,2.4
311,1102027.0,48,1250,515,25,1228,0.9,1047,2.8
312,1102028.0,44,1733,613,220,1382,0.8,1351,2.6
313,1102029.0,53,1300,543,200,1181,0.7,959,2.2
314,1102030.0,50,1040,430,205,959,0.7,701,2.0
315,1102031.0,42,2075,590,0,1354,0.8,1221,2.4
316,1102032.0,56,934,422,155,887,0.9,762,2.1
317,1102101.0,48,1517,654,270,1489,0.7,1131,2.3
318,1102102.0,49,1083,612,275,1399,0.7,982,2.3
319,1102104.0,62,1625,517,300,1239,0.7,888,2.0
320,1102105.0,50,1690,580,307,1422,0.7,1194,2.4
321,1102106.0,60,1425,540,250,1172,0.7,912,2.0
322,1102107.0,50,1450,699,300,1666,0.7,1380,2.3
323,1102108.0,45,1690,640,250,1333,0.8,1083,2.5
324,1102109.0,48,0,724,200,1625,0.6,1125,1.7
325,1102201.0,65,0,537,0,1374,0.5,849,1.4
326,1102301.0,54,1083,470,223,1080,0.7,845,2.1
327,1102302.0,52,1400,652,325,1316,0.7,1136,2.2
328,1102303.0,44,1733,585,340,1481,0.7,1357,2.5
329,1102304.0,59,1625,548,228,1125,0.6,1012,2.0
330,1102305.0,48,1343,485,240,1113,0.8,868,2.4
331,1102306.0,53,1300,466,230,1062,0.7,773,2.2
332,1102307.0,53,1129,442,185,885,0.7,685,1.9
333,1102308.0,48,1300,437,200,918,0.7,691,2.1
334,1102309.0,55,1563,525,278,1264,0.6,900,1.8
335,1102310.0,62,0,374,0,0,0.0,0,0.0
336,1102401.0,51,1322,503,170,1142,0.8,883,2.2
337,1102402.0,52,1300,457,25,1137,0.9,963,2.2
338,1102403.0,43,1300,461,160,1097,0.8,933,2.4
339,1102404.0,47,1300,566,185,1292,0.8,1104,2.4
340,1102405.0,53,2145,535,200,1213,0.8,961,2.4
341,1102406.0,51,1517,540,180,1325,0.8,1152,2.4
342,1102407.0,56,1582,472,100,1125,0.7,1023,2.4
343,1102408.0,45,1300,450,185,1202,0.8,812,2.3
344,1102409.0,56,1218,578,180,1485,0.7,1166,2.1
345,1102410.0,51,1083,551,150,1199,0.9,912,2.5
346,1102411.0,53,1300,518,320,1136,0.7,1008,1.9
347,1102412.0,52,1300,662,200,1449,0.8,1148,2.3
348,1102501.0,0,0,0,0,0,0.0,0,0.0
349,1102502.0,53,1700,557,280,1160,0.7,900,2.1
350,1102503.0,76,1192,485,150,922,0.9,578,1.4
351,1102504.0,48,992,557,230,1208,0.7,751,1.7
352,1102505.0,61,1148,577,240,979,0.6,853,1.5
353,1102506.0,54,2100,675,300,1454,0.8,1303,2.2
354,1102507.0,56,1690,782,285,1812,0.7,1401,2.0
355,1102508.0,65,1300,497,330,1157,0.6,888,2.0
356,1102509.0,46,1984,711,220,1708,0.7,1125,2.5
357,1102510.0,55,1456,595,365,1333,0.7,1321,2.6
358,1102511.0,54,1500,595,370,1375,0.7,1109,2.2
359,1102512.0,60,1322,535,330,1199,0.6,955,2.1
360,1102513.0,42,1374,547,270,1198,0.9,1120,2.7
361,1102514.0,47,1424,476,245,971,0.7,731,2.0
362,1102516.0,46,1517,545,275,1458,0.8,1226,2.5
363,1102517.0,47,1521,693,310,1491,0.7,1270,2.2
364,1102518.0,48,1767,630,380,1458,0.7,1355,2.5
365,1102519.0,60,1192,490,300,1125,0.7,1075,2.4
366,1102520.0,58,1300,491,280,1102,0.7,889,2.0
367,1102521.0,55,1246,616,280,1271,0.8,946,2.0
368,1102522.0,57,1755,661,310,1446,0.7,1257,2.0
369,1102523.0,47,1419,592,223,1410,0.8,1292,2.7
370,1102524.0,45,1700,653,350,1421,0.7,1347,2.5
371,1102525.0,61,1500,465,200,1163,0.8,770,1.9
372,1102526.0,47,1695,622,340,1423,0.7,1364,2.5
373,1102527.0,49,1528,580,330,1406,0.7,1152,2.4
374,1102528.0,50,1374,536,223,1164,0.8,965,2.2
375,1102529.0,55,1196,502,240,1125,0.7,806,1.9
376,1102530.0,55,1517,593,350,1208,0.6,1028,2.2
377,1102531.0,0,0,0,0,0,0.0,0,0.0
378,1102532.0,56,1200,480,240,959,0.8,745,2.1
379,1102601.0,58,1350,473,288,1085,0.7,840,2.0
380,1102602.0,57,1201,490,273,1111,0.7,914,2.1
381,1102603.0,59,1530,575,235,1211,0.6,955,2.0
382,1102604.0,62,1078,502,260,1125,0.6,873,1.8
383,1102605.0,60,1172,446,260,1141,0.6,876,2.0
384,1102606.0,53,2006,587,300,1328,0.7,1111,2.1
385,1102607.0,50,1467,509,263,1125,0.7,846,2.2
386,1102608.0,56,1517,511,240,1267,0.7,880,2.2
387,1102609.0,51,1387,477,225,1147,0.7,762,2.0
388,1102610.0,44,1437,422,205,924,0.7,741,2.2
389,1102611.0,55,1300,486,250,1187,0.8,1050,2.3
390,1102612.0,50,1418,462,237,1011,0.6,891,2.1
391,1102613.0,56,1376,481,183,1281,0.8,866,1.9
392,1102614.0,51,1454,607,255,1340,0.7,1057,2.2
393,1102615.0,50,1300,512,320,1187,0.7,1017,2.3
394,1102616.0,51,1929,602,175,1562,0.8,1218,2.4
395,1102617.0,46,1615,604,295,1406,0.8,1013,2.2
396,1102618.0,56,1767,519,195,1204,0.7,1042,2.3
397,1102619.0,52,1489,615,330,1480,0.7,1343,2.5
398,1102620.0,46,1127,423,214,863,0.8,717,2.2
399,1102621.0,44,1343,478,230,1021,0.7,780,2.2
400,1102622.0,50,1429,526,340,1166,0.9,1091,2.5
401,1102623.0,52,1118,488,180,1125,0.8,749,1.8
402,1102701.0,61,1408,516,250,1117,0.6,944,2.1
403,1102702.0,55,1383,462,223,1015,0.7,666,1.9
404,1102703.0,62,997,534,0,1262,0.6,1187,2.2
405,1102704.0,56,1170,507,205,1083,0.7,712,1.7
406,1102705.0,57,1517,518,220,1140,0.7,752,1.7
407,1102706.0,62,1300,477,240,974,0.7,787,2.2
408,1102707.0,56,1149,488,250,1108,0.7,852,2.1
409,1102708.0,64,1300,495,218,1149,0.7,933,1.9
410,1102709.0,52,1387,558,240,1290,0.7,1092,2.3
411,1102710.0,59,1322,560,215,1281,0.7,1111,2.2
412,1102711.0,0,0,0,0,0,0.0,0,0.0
413,1102712.0,56,1440,509,200,1197,0.8,928,2.1
414,1102713.0,54,1200,560,0,1216,0.7,1039,2.2
415,1102714.0,0,0,0,0,0,0.0,0,0.0
416,1102715.0,63,0,593,0,1333,2.0,1312,2.0
417,1102716.0,0,0,0,0,0,0.0,0,0.0
418,1102717.0,54,1517,497,240,1100,0.7,900,2.0
419,1102718.0,57,1300,481,240,1016,0.8,740,2.0
420,1102719.0,54,1000,475,230,1031,0.7,706,2.1
421,1102720.0,57,1220,506,253,1239,0.7,1107,2.2
422,1102721.0,61,1117,458,231,1038,0.7,765,1.9
423,1102722.0,28,0,292,160,674,1.0,674,2.4
424,1102723.0,59,1517,487,230,1147,0.6,955,2.0
425,1102724.0,54,1463,496,250,1211,0.7,969,2.1
426,1102725.0,66,1480,457,300,1019,0.6,806,1.8
427,1102726.0,63,934,592,285,1261,0.6,1113,2.1
428,1102727.0,55,1408,536,250,1170,0.7,1005,2.3
429,1102728.0,61,1517,439,198,944,0.8,638,1.8
430,1102729.0,58,1094,488,204,1084,0.7,827,2.0
431,1102801.0,0,0,0,0,0,0.0,0,0.0
432,1102802.0,43,2200,706,440,2044,0.8,1958,3.0
433,1102803.0,40,2200,811,440,2152,0.9,1875,2.6
434,1102804.0,45,1842,760,460,2083,0.8,1731,2.8
435,1102805.0,39,2167,768,450,2250,0.8,1981,2.9
436,1102806.0,40,2200,588,405,1726,0.8,1141,2.5
437,1102807.0,45,2377,939,450,2474,0.8,2016,2.5
438,1102808.0,41,2300,771,490,2428,0.8,2267,3.2
439,1102809.0,39,2167,759,445,2423,0.8,2281,3.1
440,1102810.0,42,2167,748,463,2405,0.8,2029,2.8
441,1102811.0,36,1950,678,450,1888,0.9,1784,3.0
442,1102812.0,38,2200,828,410,1987,0.7,1988,2.8
443,1102813.0,48,2000,695,370,1645,0.8,1352,2.5
444,1102814.0,44,2243,788,450,2105,0.8,1913,2.7
445,1102815.0,38,2300,872,400,2140,0.7,1859,2.9
446,1102816.0,49,2317,706,450,2214,0.7,1781,2.7
447,1102817.0,38,2400,896,400,2187,0.9,2013,2.9
448,1102818.0,37,2167,823,460,2092,0.8,1974,3.1
449,1102901.0,43,2008,866,330,2196,0.8,1937,2.5
450,1102902.0,48,1950,789,350,1731,0.8,1474,2.6
451,1102903.0,44,1800,557,330,1625,0.8,1336,2.6
452,1102904.0,35,1810,624,380,1593,0.9,1508,2.9
