,SA1_7DIGITCODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
4783,1118620.0,36,1521,677,300,1465,0.7,1303,2.5
4784,1118621.0,47,1372,673,295,1802,0.7,1481,2.5
4785,1118622.0,39,1400,667,279,1491,0.7,1375,2.3
4786,1118623.0,43,1733,719,310,1764,0.7,1398,2.5
4787,1118624.0,33,1731,672,308,1779,0.8,1460,2.7
4788,1118625.0,31,1788,532,280,1656,0.6,1266,2.0
4789,1118626.0,35,1484,616,310,1406,0.7,1204,2.5
4790,1118627.0,37,1458,659,255,1470,0.7,1170,2.4
4791,1118628.0,34,1694,1042,405,2386,0.8,2229,3.0
4792,1118629.0,35,1586,667,330,1696,0.8,1298,2.6
4793,1118630.0,28,676,388,205,733,0.9,680,2.4
4794,1118631.0,36,910,463,180,1031,0.9,602,1.8
4795,1118632.0,39,1261,570,291,1389,0.7,1158,2.0
4796,1118633.0,35,1200,493,215,949,0.9,752,1.8
4797,1118634.0,34,1350,546,220,1424,0.8,937,2.1
4798,1118635.0,28,1322,623,278,1481,0.8,1037,2.1
4799,1118636.0,37,1456,637,255,1312,0.8,1161,2.3
4800,1118637.0,37,1315,616,270,1680,0.8,1212,2.3
4801,1118638.0,35,1213,629,280,1771,0.7,1133,2.1
4802,1118639.0,18,984,219,214,1333,0.6,855,1.8
4803,1118640.0,36,1214,559,200,1337,0.7,926,2.0
4804,1118641.0,43,1500,781,320,1963,0.7,1557,2.1
4805,1118642.0,44,1355,490,225,1416,0.8,1071,2.4
4806,1118643.0,42,1062,560,235,1724,0.8,1136,2.1
4807,1118644.0,33,1213,602,258,1660,0.8,1108,2.0
4808,1118645.0,45,1213,461,190,1350,0.8,693,1.9
4809,1118646.0,36,1560,409,193,1083,0.8,1078,2.8
4810,1118647.0,42,1164,486,250,1083,0.8,862,2.4
4811,1118648.0,44,1244,529,255,1105,0.7,815,2.0
4812,1118649.0,29,1252,570,247,1295,0.8,1023,2.3
4813,1118650.0,33,1200,468,185,974,0.7,775,2.3
4814,1118651.0,40,2000,769,360,2222,0.7,1949,2.9
4815,1118652.0,32,1542,540,360,1390,0.8,1399,2.9
4816,1118653.0,19,1300,365,250,1819,0.7,1354,2.2
4817,1118654.0,30,1239,515,260,1212,0.9,970,2.5
4818,1118701.0,44,1235,534,163,1286,0.7,961,2.3
4819,1118702.0,43,1138,568,240,1268,0.7,1048,2.6
4820,1118703.0,49,1083,457,220,991,0.7,794,2.2
4821,1118704.0,38,1240,545,250,1191,0.8,1029,2.5
4822,1118705.0,44,1083,642,150,1392,0.8,1343,2.7
4823,1118706.0,43,1338,615,200,1399,0.8,1104,2.8
4824,1118707.0,46,1192,625,125,1351,0.7,1125,2.4
4825,1118708.0,43,1842,667,200,1764,0.8,1481,2.7
4826,1118709.0,46,1053,732,125,1786,0.8,1562,2.5
4827,1118710.0,39,1000,668,50,1375,0.9,1292,3.1
4828,1118711.0,46,1159,581,205,1428,0.8,1162,2.4
4829,1118712.0,45,867,512,40,1170,0.8,936,2.3
4830,1118801.0,42,1300,602,245,1570,0.8,1230,2.4
4831,1118802.0,46,1289,536,185,1204,0.8,929,2.2
4832,1118803.0,40,1123,513,210,1187,0.7,796,2.0
4833,1118804.0,58,1099,473,230,1271,0.7,900,2.0
4834,1118805.0,41,1800,745,150,1930,0.8,1718,2.9
4835,1118806.0,44,1633,700,340,1708,0.8,1553,2.7
4836,1118807.0,46,1647,637,280,1715,0.8,1518,2.7
4837,1118808.0,51,1950,584,158,1394,0.7,1303,2.4
4838,1118809.0,52,1842,643,165,1625,0.6,1281,2.4
4839,1118810.0,45,1600,738,265,1825,0.7,1553,2.7
4840,1118811.0,52,1456,612,150,1656,0.7,1187,2.1
4841,1118812.0,50,1159,547,0,1292,0.7,916,2.6
4842,1118813.0,49,1348,564,200,1764,0.8,1281,2.6
4843,1118814.0,46,1200,629,75,1375,0.7,1023,2.3
4844,1118815.0,50,1100,495,12,1166,0.7,1031,2.2
4845,1118816.0,49,1500,539,193,1347,0.7,990,2.3
4846,1118817.0,41,1300,493,190,1093,0.8,977,2.6
4847,1118818.0,41,1105,476,220,1101,0.8,931,2.4
4848,1118819.0,47,1350,497,230,1125,0.7,812,2.0
4849,1118901.0,51,953,504,180,990,0.7,891,2.0
4850,1118902.0,54,1174,472,150,1083,0.7,864,2.0
4851,1118903.0,51,1040,495,180,1170,0.7,912,2.1
4852,1118904.0,51,1192,591,190,1458,0.7,1028,2.1
4853,1118905.0,54,1083,575,180,1375,0.7,877,2.1
4854,1118906.0,42,800,440,0,1125,0.9,944,2.5
4855,1118907.0,43,974,657,140,1547,0.7,1230,2.6
4856,1118908.0,41,1300,745,0,1640,0.7,1394,2.7
4857,1118909.0,55,325,713,0,1402,0.7,1337,2.0
4858,1118910.0,51,1267,483,0,1104,0.7,939,2.1
4859,1118911.0,44,892,643,35,1525,0.7,1387,2.7
4860,1118912.0,52,172,484,37,974,0.6,780,2.2
4861,1119001.0,44,1486,687,200,1428,0.7,1375,2.6
4862,1119002.0,48,1600,620,200,1583,0.7,1402,2.5
4863,1119003.0,57,821,443,138,891,0.7,740,2.0
4864,1119004.0,57,590,406,180,820,0.7,533,1.9
4865,1119005.0,46,1272,503,190,1312,0.8,1115,2.6
4866,1119006.0,37,1083,451,210,916,0.7,748,2.2
4867,1119007.0,41,867,452,180,1014,0.7,711,1.9
4868,1119008.0,41,953,465,210,1213,0.7,945,2.2
4869,1119009.0,49,867,449,180,931,0.8,734,2.0
4870,1119010.0,46,1300,610,225,1273,0.7,992,2.2
4871,1119011.0,39,867,554,220,1375,0.8,927,2.2
4872,1119012.0,52,953,471,215,1031,0.7,810,2.2
4873,1119013.0,50,1083,459,185,949,0.7,647,1.9
4874,1119014.0,46,810,494,240,956,0.7,786,2.0
4875,1119015.0,35,1083,482,225,1176,0.8,845,2.2
4876,1119016.0,40,1083,477,220,1012,0.8,825,2.4
4877,1119017.0,56,941,460,180,976,0.7,812,1.9
4878,1119018.0,53,1456,483,0,1062,0.8,827,2.1
4879,1119019.0,46,0,630,0,1300,0.7,1125,3.0
4880,1119020.0,53,975,524,140,1194,0.7,987,2.3
4881,1119021.0,45,1200,448,163,1075,0.7,858,2.2
4882,1119022.0,49,1148,487,85,1232,0.7,1073,2.2
4883,1119023.0,37,940,512,173,1333,0.8,828,2.1
4884,1119024.0,48,990,430,210,1071,0.8,811,2.3
4885,1119025.0,56,1400,547,232,1237,0.7,1079,2.1
4886,1119101.0,32,1176,497,220,971,0.8,832,2.4
4887,1119102.0,46,1500,766,390,1931,0.7,1875,2.8
4888,1119103.0,47,1509,627,360,1575,0.8,1395,2.7
4889,1119104.0,46,1213,680,280,1531,0.6,1325,2.3
4890,1119105.0,51,1560,652,270,1515,0.6,1343,2.6
4891,1119106.0,41,1733,688,310,1550,0.6,1260,2.4
4892,1119107.0,33,1170,560,273,1199,0.8,929,2.3
4893,1119108.0,36,1159,599,260,1192,0.8,1059,2.1
4894,1119109.0,26,1164,386,200,753,0.8,744,2.8
4895,1119110.0,36,964,473,220,1117,0.8,837,2.3
4896,1119111.0,38,1040,506,240,1140,0.8,884,2.2
4897,1119112.0,41,1083,550,235,1133,0.8,917,2.2
4898,1119113.0,38,1300,510,280,1038,0.7,939,2.3
4899,1119114.0,46,1343,545,260,1125,0.7,890,2.2
4900,1119115.0,79,1317,464,228,1187,0.7,825,2.0
4901,1119116.0,46,1539,575,125,1339,0.7,1208,2.5
4902,1119117.0,47,1560,661,245,1464,0.7,1375,2.5
4903,1119118.0,52,1083,458,160,1057,0.8,745,2.0
4904,1119119.0,35,1083,543,230,1211,0.8,934,2.3
4905,1119120.0,39,1116,577,250,1333,0.8,1140,2.4
4906,1119121.0,37,1495,632,250,1458,0.8,1125,2.5
4907,1119122.0,42,1849,700,250,1692,0.8,1666,2.9
4908,1119123.0,45,849,478,210,881,0.7,683,1.9
4909,1119124.0,39,1289,548,235,1218,0.8,946,2.4
4910,1119125.0,34,1216,587,250,1226,0.8,1006,2.4
4911,1119126.0,38,1213,614,210,1361,0.8,1125,2.3
4912,1119127.0,38,1196,523,160,1233,0.8,1017,2.5
4913,1119128.0,33,1005,370,180,740,0.8,674,2.4
4914,1119201.0,51,650,435,152,1050,0.8,820,2.3
4915,1119202.0,61,426,412,150,782,0.8,675,1.8
4916,1119203.0,42,820,386,150,860,0.8,812,2.6
4917,1119204.0,50,604,371,160,793,0.9,776,2.7
4918,1119205.0,43,650,448,70,955,0.8,794,2.3
4919,1119206.0,50,710,424,180,886,0.7,720,2.3
4920,1119207.0,43,953,425,210,987,0.8,909,2.5
4921,1119208.0,47,1110,436,9,981,0.8,915,2.5
4922,1119209.0,47,633,386,0,900,0.8,718,2.1
4923,1119210.0,43,1300,538,160,1183,0.7,1025,2.4
4924,1119211.0,45,1300,489,80,1192,0.8,1023,2.6
4925,1119212.0,40,1142,336,0,765,1.0,721,2.6
4926,1119213.0,42,1300,505,250,1264,0.8,1078,2.5
4927,1119214.0,40,1517,470,18,1107,0.9,1062,2.7
4928,1119215.0,45,1083,470,130,1289,0.9,1009,2.6
4929,1119301.0,63,884,451,170,1083,0.7,732,1.7
4930,1119302.0,45,500,575,0,1266,0.8,1083,2.5
4931,1119303.0,40,1092,370,0,900,0.9,828,2.5
4932,1119304.0,42,1000,582,0,1437,0.7,1053,2.5
4933,1119305.0,49,1550,556,20,1375,0.7,979,2.6
4934,1119306.0,44,1500,645,175,1458,0.8,1357,2.6
4935,1119307.0,46,1413,589,115,1125,0.8,1015,2.7
4936,1119308.0,36,1800,503,30,1395,0.8,1083,2.8
4937,1119309.0,46,1042,478,0,1180,0.9,972,2.6
4938,1119310.0,39,1430,678,59,1416,0.8,1301,2.7
4939,1119311.0,44,1322,414,92,899,0.7,706,2.3
4940,1119312.0,40,575,505,0,1083,0.7,820,2.6
4941,1119313.0,50,1257,441,155,1087,0.7,841,2.3
4942,1119314.0,49,975,537,210,1166,0.7,909,2.1
4943,1119315.0,53,1009,480,200,1262,0.8,1107,2.4
4944,1119316.0,49,899,452,173,1019,0.7,767,2.1
4945,1119317.0,46,719,441,180,866,0.7,697,2.1
4946,1119318.0,55,1204,461,163,1018,0.7,812,2.0
4947,1119319.0,66,1007,450,165,929,0.7,689,1.7
4948,1119320.0,49,867,474,160,1036,0.7,762,2.1
4949,1119401.0,48,867,469,120,1333,0.8,774,2.0
4950,1119402.0,52,1083,458,200,949,0.7,710,1.9
4951,1119403.0,48,1070,451,194,987,0.6,751,2.1
4952,1119404.0,55,1049,459,184,1048,0.7,770,1.8
4953,1119405.0,57,1005,467,170,956,0.7,759,2.0
4954,1119406.0,55,450,403,120,833,1.0,489,1.8
4955,1119407.0,55,1083,432,115,1098,0.8,741,2.1
4956,1119408.0,49,1083,453,107,985,0.8,806,2.3
4957,1119409.0,49,1625,465,150,900,0.7,765,2.5
4958,1119410.0,58,765,370,200,719,0.7,562,1.8
4959,1119411.0,52,1430,544,0,1199,0.8,962,2.2
4960,1119412.0,54,884,425,0,924,0.8,702,2.1
4961,1119413.0,56,542,419,170,933,0.7,710,2.2
4962,1119414.0,56,1495,517,178,1166,0.7,875,2.1
4963,1119415.0,58,953,451,200,1031,0.6,708,1.9
4964,1119416.0,54,1000,524,185,1062,0.6,820,2.2
4965,1119417.0,60,1083,441,230,819,0.7,785,2.2
4966,1119418.0,51,1292,553,200,1312,0.7,1091,2.2
4967,1119419.0,46,1300,659,200,1383,0.8,1258,2.6
4968,1119420.0,57,867,438,0,1062,0.9,712,1.8
4969,1119421.0,20,0,307,133,860,0.7,612,3.3
4970,1119422.0,55,867,442,175,883,0.7,682,2.0
4971,1119423.0,51,748,418,200,900,0.8,772,2.3
4972,1119424.0,49,1300,488,145,1020,0.7,809,2.0
4973,1119501.0,62,0,575,0,1187,0.7,1125,1.8
4974,1119502.0,33,1324,832,230,1718,0.9,1470,2.3
4975,1119503.0,30,503,361,170,706,0.9,667,2.8
4976,1119504.0,36,1426,885,200,1875,0.7,1481,2.1
4977,1119505.0,36,1383,842,270,1887,0.8,1702,2.6
4978,1119506.0,34,1240,703,180,1485,0.8,1224,2.2
4979,1119507.0,32,1174,793,250,1724,0.7,1339,2.2
4980,1119508.0,37,1317,830,190,1963,0.8,1399,2.0
4981,1119509.0,63,1027,443,130,1057,0.8,670,1.8
4982,1119510.0,40,1620,1067,420,2374,0.7,2288,2.6
4983,1119511.0,48,1539,864,270,1916,0.8,1645,2.3
4984,1119512.0,19,0,262,170,700,1.0,725,3.9
4985,1119513.0,32,1300,794,200,1625,0.7,1258,2.1
4986,1119514.0,27,1304,826,250,1660,0.7,1281,2.4
4987,1119515.0,39,1452,608,250,1208,0.7,1359,2.4
4988,1119516.0,36,1089,504,220,1208,0.7,1163,2.6
4989,1119517.0,33,1083,472,185,933,0.8,808,2.6
4990,1119518.0,34,1034,429,190,1031,0.9,789,2.9
4991,1119519.0,45,1083,490,190,1111,0.8,920,2.1
4992,1119520.0,45,986,430,170,929,0.8,739,2.1
4993,1119521.0,40,776,434,168,880,0.8,819,2.8
4994,1119522.0,45,1733,862,345,2196,0.8,2125,2.8
4995,1119523.0,40,1733,732,175,1985,0.8,1775,2.8
4996,1119524.0,0,0,0,0,0,0.0,0,0.0
4997,1119525.0,0,0,0,0,0,0.0,0,0.0
4998,1119601.0,47,1242,559,165,1267,0.7,972,2.2
4999,1119602.0,39,1733,837,100,1833,1.0,1718,2.7
5000,1119603.0,41,1733,804,200,1625,0.8,1487,2.4
5001,1119604.0,35,2167,939,60,2326,0.8,1843,2.6
5002,1119605.0,42,650,741,0,1625,0.8,1281,2.3
5003,1119606.0,36,0,918,0,2111,0.7,1983,2.8
5004,1119607.0,21,0,328,100,599,0.9,687,4.0
5005,1119608.0,35,520,356,150,730,0.9,743,2.8
5006,1119609.0,33,684,311,130,949,1.0,787,3.1
5007,1119610.0,42,0,877,0,1416,0.8,1274,2.2
5008,1119611.0,36,2025,838,25,1774,0.8,1474,2.6
5009,1119612.0,36,309,741,0,1573,0.8,1261,2.5
5010,1119613.0,39,1407,823,0,1833,0.7,1531,2.7
5011,1119614.0,38,661,589,134,1292,0.8,1025,2.1
5012,1119615.0,33,862,969,0,2024,0.7,1625,2.5
5013,1119616.0,30,1083,730,220,1612,0.9,1312,2.6
5014,1119617.0,37,0,881,0,2041,0.6,1625,2.6
5015,1119618.0,42,802,647,55,1449,0.8,1125,2.5
5016,1119701.0,35,1343,531,200,1199,0.8,949,2.2
5017,1119702.0,44,1509,596,152,1483,0.7,1014,1.7
5018,1119703.0,45,1554,685,260,1625,0.6,1421,2.2
5019,1119704.0,34,1517,645,278,1674,0.8,1321,2.4
5020,1119705.0,36,1517,751,280,1833,0.8,1545,2.4
5021,1119706.0,39,1647,712,210,1958,0.7,1399,2.2
5022,1119707.0,42,1452,607,200,1238,0.7,1071,2.2
5023,1119708.0,46,1517,615,170,1775,0.8,953,1.8
5024,1119709.0,35,1680,877,350,2107,0.8,1916,2.8
5025,1119710.0,24,1214,517,220,887,0.9,858,3.0
5026,1119711.0,37,1259,597,250,1525,0.8,1174,2.6
5027,1119712.0,34,1733,733,205,1687,0.8,1350,2.6
5028,1119713.0,42,1192,551,240,1196,0.7,1021,2.3
5029,1119714.0,47,1244,495,195,1352,0.8,963,2.3
5030,1119715.0,33,1522,563,205,1224,0.8,1179,2.5
5031,1119716.0,49,0,825,0,2124,0.8,1375,2.0
5032,1119717.0,55,1517,622,310,2022,0.7,1361,2.3
5033,1119718.0,28,1400,606,250,1437,0.7,1271,2.6
5034,1119719.0,35,1203,594,300,1424,0.9,1140,2.4
5035,1119720.0,35,1336,588,220,1395,0.8,1305,2.6
5036,1119721.0,41,1880,821,330,1990,0.8,1792,2.8
5037,1119722.0,39,1766,679,345,1863,0.8,1773,2.9
5038,1119801.0,43,1040,563,160,1271,0.7,1042,2.1
5039,1119802.0,35,795,558,180,1333,0.8,1062,2.7
5040,1119803.0,43,1430,749,20,1829,0.8,1416,2.5
5041,1119804.0,38,725,806,0,2083,0.7,1674,2.7
5042,1119805.0,49,1733,825,150,1875,0.7,1812,2.3
5043,1119806.0,44,2200,820,60,1728,0.7,1583,2.2
5044,1119807.0,47,1452,508,225,1174,0.9,1125,2.9
5045,1119808.0,42,1733,679,150,1625,0.7,1426,2.5
5046,1119809.0,47,1539,624,100,1481,0.8,1525,2.7
5047,1119810.0,50,1560,547,0,1300,1.1,1125,2.2
5048,1119811.0,38,1083,687,50,1515,0.8,1233,2.4
5049,1119812.0,46,433,381,72,787,0.8,664,2.4
5050,1119813.0,33,1083,634,200,1696,0.7,1125,2.4
5051,1119814.0,35,790,506,160,1050,0.7,793,2.3
5052,1119901.0,35,1200,483,220,1057,0.7,935,2.3
5053,1119902.0,33,1300,484,258,922,0.7,858,2.4
5054,1119903.0,30,1083,473,243,1009,0.7,853,2.4
5055,1119904.0,51,1275,504,240,1187,0.7,892,2.2
5056,1119905.0,39,1420,606,245,1604,0.8,1125,2.3
5057,1119906.0,38,1517,618,230,1708,0.8,1145,2.3
5058,1119907.0,36,1595,778,320,1862,0.7,1375,2.3
5059,1119908.0,35,1517,636,300,1773,0.7,1478,2.5
5060,1119909.0,50,1333,509,250,1562,0.7,1166,2.1
5061,1119910.0,44,1733,707,180,1778,0.8,1449,2.4
5062,1119911.0,36,1768,729,0,1875,0.8,1781,3.2
5063,1119912.0,35,2167,775,400,2111,0.8,1987,3.2
5064,1119913.0,40,1083,532,190,1330,0.8,961,2.0
5065,1119914.0,39,1140,490,240,1287,0.8,888,2.0
5066,1119915.0,33,1950,785,385,2280,0.7,2032,2.7
5067,1119916.0,48,1430,578,250,1611,0.7,1190,2.1
5068,1119917.0,37,1573,764,320,2156,0.7,1375,2.5
5069,1119918.0,42,1495,615,325,1847,0.6,1432,2.4
5070,1119919.0,37,1278,594,295,1194,0.8,955,2.3
5071,1119920.0,40,2253,828,310,2562,0.7,2333,2.8
5072,1119921.0,44,1213,566,200,1410,0.8,1037,2.0
5073,1120001.0,42,1000,486,240,1174,0.7,978,2.4
5074,1120002.0,38,1145,531,210,1278,0.8,974,2.4
5075,1120003.0,42,1300,551,280,1125,0.7,1149,2.2
5076,1120004.0,44,940,428,200,916,1.0,883,2.6
5077,1120005.0,37,1582,737,0,1875,0.8,1354,2.6
5078,1120006.0,46,539,610,80,1625,0.8,1449,2.6
5079,1120007.0,44,800,662,150,1687,0.7,1514,2.5
5080,1120008.0,42,2000,808,123,2125,0.7,1774,2.5
5081,1120009.0,45,1580,682,123,1553,0.8,1478,3.0
5082,1120010.0,44,1717,679,200,2146,0.7,1775,2.9
5083,1120011.0,44,2232,707,0,1562,0.7,1347,2.5
5084,1120012.0,48,867,557,52,1375,0.6,982,2.2
5085,1120013.0,45,1617,768,150,1819,0.7,1520,2.5
5086,1120101.0,46,919,449,200,1036,0.8,806,2.3
5087,1120102.0,55,1057,441,200,1062,0.7,788,2.1
5088,1120103.0,47,867,463,190,966,0.7,753,2.0
5089,1120104.0,54,823,409,150,1125,0.7,684,2.0
5090,1120105.0,39,1300,552,230,1187,0.7,1006,2.4
5091,1120106.0,39,1300,521,250,1286,0.7,904,2.2
5092,1120107.0,49,1042,612,215,1321,0.7,974,2.1
5093,1120108.0,55,1083,484,200,1300,0.6,943,1.8
5094,1120109.0,42,1228,457,175,860,0.7,781,2.4
5095,1120110.0,42,1083,536,238,1312,0.7,1089,2.5
5096,1120111.0,48,1083,498,185,1300,0.7,981,2.2
5097,1120112.0,56,975,465,200,1012,0.6,774,2.1
5098,1120113.0,45,1558,622,120,1458,0.8,1116,2.5
5099,1120114.0,44,1875,670,130,1528,0.8,1386,2.5
5100,1120115.0,42,1463,728,100,1781,0.8,1617,2.6
5101,1120116.0,45,1733,682,150,1460,0.8,1213,2.4
5102,1120117.0,45,1094,435,150,988,0.8,850,2.4
5103,1120118.0,40,1559,734,50,1387,0.7,1318,2.6
5104,1120119.0,41,953,729,0,1837,0.8,1708,2.9
5105,1120120.0,47,347,657,0,1292,0.8,1138,2.5
5106,1120121.0,43,693,667,0,1381,0.8,1208,2.3
5107,1120122.0,33,0,346,126,850,0.7,706,2.8
5108,1120201.0,37,1929,900,390,2185,0.7,2066,2.6
5109,1120202.0,43,1867,700,390,1642,0.8,1666,3.2
5110,1120203.0,36,1473,729,330,1652,0.7,1395,2.6
5111,1120205.0,34,1679,767,380,1955,0.8,1779,2.9
5112,1120206.0,37,1452,676,300,1228,0.8,1172,2.7
5113,1120207.0,38,1408,702,290,1521,0.7,1209,2.4
5114,1120208.0,43,1950,740,300,1875,0.7,1778,2.9
5115,1120209.0,45,1907,772,275,1952,0.7,1853,2.7
5116,1120210.0,30,2000,770,385,1881,0.8,1715,2.6
5117,1120211.0,16,0,0,0,2812,1.0,2374,1.7
5118,1120212.0,46,1678,694,335,1841,0.7,1458,2.7
5119,1120213.0,43,1491,630,320,1774,0.7,1481,2.6
5120,1120214.0,40,1647,624,310,1757,0.8,1669,2.8
5121,1120215.0,41,1343,572,330,1231,0.7,1260,2.5
5122,1120216.0,40,1733,813,330,1978,0.7,1625,2.7
5123,1120217.0,39,1517,666,335,1625,0.8,1343,2.5
5124,1120218.0,47,1271,558,200,1180,0.8,941,1.9
5125,1120219.0,32,1300,610,285,1062,0.7,991,2.3
5126,1120220.0,47,1647,695,340,1687,0.7,1442,2.5
5127,1120221.0,42,1213,555,265,1196,0.8,890,2.1
5128,1120222.0,32,1300,591,308,1180,0.8,1012,2.4
5129,1120223.0,43,2000,839,365,2077,0.7,1858,2.5
5130,1120224.0,37,1300,640,285,1160,0.8,890,2.3
5131,1120225.0,41,1335,638,220,1133,0.8,836,1.9
5132,1120226.0,33,1300,695,250,1267,0.9,1105,2.4
5133,1120227.0,40,1394,699,258,1537,0.7,1231,2.2
5134,1120228.0,41,1300,566,210,1354,0.7,953,2.3
5135,1120229.0,0,0,0,0,0,0.0,0,0.0
5136,1120230.0,42,1300,695,280,1613,0.8,1187,2.1
5137,1120231.0,42,1200,483,215,921,0.7,793,2.3
5138,1120232.0,38,1300,469,190,982,0.9,530,1.9
5139,1120233.0,47,994,524,200,1125,0.7,909,1.8
5140,1120234.0,50,1365,652,260,1352,0.7,1125,2.3
5141,1120235.0,34,1143,526,220,1283,0.8,858,2.4
5142,1120236.0,44,1083,560,213,1194,0.8,736,1.7
5143,1120237.0,39,1079,586,220,1147,0.8,868,2.0
5144,1120238.0,41,1300,467,178,924,0.7,758,2.0
5145,1120239.0,43,1213,559,240,1117,0.7,911,1.8
5146,1120240.0,40,1300,526,280,1365,0.8,981,2.4
5147,1120241.0,40,1300,542,280,1068,0.7,857,2.1
5148,1120242.0,34,1300,515,275,953,0.9,943,2.7
5149,1120243.0,32,1300,617,300,1172,0.7,1097,2.5
5150,1120244.0,38,1300,570,275,1105,0.8,1042,2.5
5151,1120245.0,41,1538,705,305,1656,0.7,1319,2.5
5152,1120246.0,45,1517,766,390,1792,0.7,1733,2.9
5153,1120247.0,39,1950,771,385,1850,0.6,1660,2.6
5154,1120248.0,43,1499,697,300,1510,0.6,1366,2.6
5155,1120249.0,39,1517,712,315,1875,0.8,1792,3.1
5156,1120250.0,42,1300,682,320,1609,0.7,1383,2.5
5157,1120251.0,40,1188,571,220,1169,0.8,944,2.0
5158,1120252.0,37,1300,661,300,1365,0.7,1228,2.1
5159,1120253.0,36,1279,617,265,1226,0.7,972,2.3
5160,1120254.0,27,1733,752,350,1531,0.8,1446,3.0
5161,1120255.0,45,1519,752,320,1692,0.7,1586,2.6
5162,1120301.0,35,1349,735,230,1265,0.8,1057,2.1
5163,1120302.0,43,1322,667,270,1275,0.7,968,1.8
5164,1120303.0,38,1322,680,265,1524,0.7,979,2.0
5165,1120304.0,39,1733,451,233,1109,0.7,719,1.6
5166,1120305.0,52,1526,570,313,1319,0.7,917,1.9
5167,1120306.0,49,1647,540,340,1888,0.7,1519,2.3
5168,1120307.0,41,1343,603,175,1767,0.8,875,1.8
5169,1120308.0,35,1300,758,280,1239,0.7,1174,2.0
5170,1120309.0,47,1500,643,300,1724,0.7,1406,2.6
5171,1120310.0,35,1350,714,260,1416,0.7,943,1.9
5172,1120311.0,38,0,626,203,1312,0.7,825,1.9
5173,1120312.0,35,1385,806,320,2045,0.8,1511,2.3
5174,1120313.0,43,1562,765,260,1550,0.7,1226,1.9
5175,1120314.0,31,1514,722,270,1798,0.7,1258,2.1
5176,1120315.0,36,1733,656,325,1812,0.8,1228,2.4
5177,1120316.0,53,1680,903,345,2392,0.6,2044,2.3
5178,1120317.0,46,1651,895,330,1974,0.7,1763,2.2
5179,1120318.0,39,1560,775,298,1733,0.8,1489,2.4
5180,1120319.0,41,1647,784,283,1888,0.8,1394,2.2
5181,1120320.0,45,1668,817,250,1921,0.7,1506,2.3
5182,1120321.0,45,1560,546,300,1319,0.7,1202,2.1
5183,1120322.0,44,1580,809,340,1926,0.6,1602,2.3
5184,1120323.0,32,1083,389,160,691,0.8,605,2.5
5185,1120324.0,41,1443,625,253,1226,0.7,1005,2.3
5186,1120326.0,53,1533,652,315,1862,0.7,1468,2.4
5187,1120327.0,40,1300,568,285,1268,0.7,1148,2.1
5188,1120328.0,42,1300,710,320,1571,0.6,1375,2.5
5189,1120329.0,33,2123,905,440,2185,0.7,2131,3.1
5190,1120330.0,44,1733,739,250,1836,0.7,1571,2.6
5191,1120331.0,54,0,589,250,1499,0.8,966,1.7
5192,1120332.0,31,0,1125,0,2750,0.0,2750,0.0
5193,1120333.0,46,1300,535,180,1166,0.8,866,2.3
5194,1120334.0,43,1120,656,298,1274,0.8,1093,2.2
5195,1120335.0,32,1436,693,320,1427,0.8,1381,2.7
5196,1120336.0,27,1300,628,320,1305,0.8,1238,2.7
5197,1120337.0,26,1514,723,340,1479,0.8,1368,2.7
5198,1120338.0,28,1400,676,320,1480,0.8,1333,2.9
5199,1120401.0,36,0,530,255,824,0.6,550,1.8
5200,1120402.0,37,1799,908,340,1854,0.7,1771,2.7
5201,1120403.0,30,1600,673,300,1466,0.8,1421,2.8
5202,1120404.0,34,1083,487,260,987,0.8,861,2.7
5203,1120405.0,38,1062,424,210,828,0.8,615,2.2
5204,1120406.0,24,650,365,178,630,0.9,547,2.7
5205,1120408.0,30,1517,716,320,1433,0.8,1316,2.9
5206,1120409.0,31,1322,617,300,1196,0.9,1134,2.6
5207,1120410.0,24,867,402,200,681,0.9,644,3.1
5208,1120411.0,24,1062,411,193,706,0.8,695,2.8
5209,1120412.0,37,1170,465,205,1018,0.8,796,2.3
5210,1120413.0,47,1094,546,265,1218,0.7,870,2.2
5211,1120414.0,23,1432,782,380,1625,0.8,1481,3.2
5212,1120415.0,27,1537,757,350,1571,0.8,1504,3.0
5213,1120501.0,44,1733,629,284,1375,0.7,1218,2.6
5214,1120502.0,47,1300,653,240,1583,0.7,1166,2.2
5215,1120503.0,51,2000,667,150,1542,0.8,1437,2.3
5216,1120504.0,46,2029,752,0,1517,0.7,1437,2.4
5217,1120505.0,38,1733,836,128,1800,0.8,1600,3.0
5218,1120506.0,47,1600,612,200,1674,0.7,1273,2.4
5219,1120507.0,46,1997,658,185,1604,0.8,1478,2.6
5220,1120508.0,54,900,441,0,1149,0.8,987,2.2
5221,1120509.0,46,1454,506,225,1416,0.8,1268,2.5
5222,1120510.0,49,1600,771,225,2062,0.7,1478,2.6
5223,1120511.0,35,1950,692,250,1687,0.7,1481,2.6
5224,1120513.0,43,1789,744,200,1857,0.8,1766,2.9
5225,1120514.0,47,1560,651,200,1388,0.8,1244,2.5
5226,1120515.0,48,1122,652,0,1431,0.8,1199,2.4
